Country Name,Indicator Name,Year,Value
Cambodia,CO2 emissions (metric tons per capita),1952,
Cambodia,Domestic credit provided by financial sector (% of GDP),1952,
Cambodia,Electric power consumption (kWh per capita),1952,
Cambodia,Energy use (kg of oil equivalent per capita),1952,
Cambodia,Exports of goods and services (% of GDP),1952,
Cambodia,Imports of goods and services (% of GDP),1952,
Cameroon,CO2 emissions (metric tons per capita),1952,
Cameroon,Domestic credit provided by financial sector (% of GDP),1952,
Cameroon,Electric power consumption (kWh per capita),1952,
Cameroon,Energy use (kg of oil equivalent per capita),1952,
Cameroon,Exports of goods and services (% of GDP),1952,
Cameroon,Imports of goods and services (% of GDP),1952,
Canada,CO2 emissions (metric tons per capita),1952,
Canada,Domestic credit provided by financial sector (% of GDP),1952,
Canada,Electric power consumption (kWh per capita),1952,
Canada,Energy use (kg of oil equivalent per capita),1952,
Canada,Exports of goods and services (% of GDP),1952,
Canada,Imports of goods and services (% of GDP),1952,
Cayman Islands,CO2 emissions (metric tons per capita),1952,
Cayman Islands,Domestic credit provided by financial sector (% of GDP),1952,
Cayman Islands,Electric power consumption (kWh per capita),1952,
Cayman Islands,Energy use (kg of oil equivalent per capita),1952,
Cayman Islands,Exports of goods and services (% of GDP),1952,
Cayman Islands,Imports of goods and services (% of GDP),1952,
Central African Republic,CO2 emissions (metric tons per capita),1952,
Central African Republic,Domestic credit provided by financial sector (% of GDP),1952,
Central African Republic,Electric power consumption (kWh per capita),1952,
Central African Republic,Energy use (kg of oil equivalent per capita),1952,
Central African Republic,Exports of goods and services (% of GDP),1952,
Central African Republic,Imports of goods and services (% of GDP),1952,
Chad,CO2 emissions (metric tons per capita),1952,
Chad,Domestic credit provided by financial sector (% of GDP),1952,
Chad,Electric power consumption (kWh per capita),1952,
Chad,Energy use (kg of oil equivalent per capita),1952,
Chad,Exports of goods and services (% of GDP),1952,
Chad,Imports of goods and services (% of GDP),1952,
Channel Islands,CO2 emissions (metric tons per capita),1952,
Channel Islands,Domestic credit provided by financial sector (% of GDP),1952,
Channel Islands,Electric power consumption (kWh per capita),1952,
Channel Islands,Energy use (kg of oil equivalent per capita),1952,
Channel Islands,Exports of goods and services (% of GDP),1952,
Channel Islands,Imports of goods and services (% of GDP),1952,
Chile,CO2 emissions (metric tons per capita),1952,
Chile,Domestic credit provided by financial sector (% of GDP),1952,
Chile,Electric power consumption (kWh per capita),1952,
Chile,Energy use (kg of oil equivalent per capita),1952,
Chile,Exports of goods and services (% of GDP),1952,
Chile,Imports of goods and services (% of GDP),1952,
China,CO2 emissions (metric tons per capita),1952,
China,Domestic credit provided by financial sector (% of GDP),1952,
China,Electric power consumption (kWh per capita),1952,
China,Energy use (kg of oil equivalent per capita),1952,
China,Exports of goods and services (% of GDP),1952,
China,Imports of goods and services (% of GDP),1952,
Colombia,CO2 emissions (metric tons per capita),1952,
Colombia,Domestic credit provided by financial sector (% of GDP),1952,
Colombia,Electric power consumption (kWh per capita),1952,
Colombia,Energy use (kg of oil equivalent per capita),1952,
Colombia,Exports of goods and services (% of GDP),1952,
Colombia,Imports of goods and services (% of GDP),1952,
Comoros,CO2 emissions (metric tons per capita),1952,
Comoros,Domestic credit provided by financial sector (% of GDP),1952,
Comoros,Electric power consumption (kWh per capita),1952,
Comoros,Energy use (kg of oil equivalent per capita),1952,
Comoros,Exports of goods and services (% of GDP),1952,
Comoros,Imports of goods and services (% of GDP),1952,
"Congo, Dem. Rep.",CO2 emissions (metric tons per capita),1952,
"Congo, Dem. Rep.",Domestic credit provided by financial sector (% of GDP),1952,
"Congo, Dem. Rep.",Electric power consumption (kWh per capita),1952,
"Congo, Dem. Rep.",Energy use (kg of oil equivalent per capita),1952,
"Congo, Dem. Rep.",Exports of goods and services (% of GDP),1952,
"Congo, Dem. Rep.",Imports of goods and services (% of GDP),1952,
"Congo, Rep.",CO2 emissions (metric tons per capita),1952,
"Congo, Rep.",Domestic credit provided by financial sector (% of GDP),1952,
"Congo, Rep.",Electric power consumption (kWh per capita),1952,
"Congo, Rep.",Energy use (kg of oil equivalent per capita),1952,
"Congo, Rep.",Exports of goods and services (% of GDP),1952,
"Congo, Rep.",Imports of goods and services (% of GDP),1952,
Costa Rica,CO2 emissions (metric tons per capita),1952,
Costa Rica,Domestic credit provided by financial sector (% of GDP),1952,
Costa Rica,Electric power consumption (kWh per capita),1952,
Costa Rica,Energy use (kg of oil equivalent per capita),1952,
Costa Rica,Exports of goods and services (% of GDP),1952,
Costa Rica,Imports of goods and services (% of GDP),1952,
Cote d'Ivoire,CO2 emissions (metric tons per capita),1952,
Cote d'Ivoire,Domestic credit provided by financial sector (% of GDP),1952,
Cote d'Ivoire,Electric power consumption (kWh per capita),1952,
Cote d'Ivoire,Energy use (kg of oil equivalent per capita),1952,
Cote d'Ivoire,Exports of goods and services (% of GDP),1952,
Cote d'Ivoire,Imports of goods and services (% of GDP),1952,
Croatia,CO2 emissions (metric tons per capita),1952,
Croatia,Domestic credit provided by financial sector (% of GDP),1952,
Croatia,Electric power consumption (kWh per capita),1952,
Croatia,Energy use (kg of oil equivalent per capita),1952,
Croatia,Exports of goods and services (% of GDP),1952,
Croatia,Imports of goods and services (% of GDP),1952,
Cuba,CO2 emissions (metric tons per capita),1952,
Cuba,Domestic credit provided by financial sector (% of GDP),1952,
Cuba,Electric power consumption (kWh per capita),1952,
Cuba,Energy use (kg of oil equivalent per capita),1952,
Cuba,Exports of goods and services (% of GDP),1952,
Cuba,Imports of goods and services (% of GDP),1952,
Curacao,CO2 emissions (metric tons per capita),1952,
Curacao,Domestic credit provided by financial sector (% of GDP),1952,
Curacao,Electric power consumption (kWh per capita),1952,
Curacao,Energy use (kg of oil equivalent per capita),1952,
Curacao,Exports of goods and services (% of GDP),1952,
Curacao,Imports of goods and services (% of GDP),1952,
Cyprus,CO2 emissions (metric tons per capita),1952,
Cyprus,Domestic credit provided by financial sector (% of GDP),1952,
Cyprus,Electric power consumption (kWh per capita),1952,
Cyprus,Energy use (kg of oil equivalent per capita),1952,
Cyprus,Exports of goods and services (% of GDP),1952,
Cyprus,Imports of goods and services (% of GDP),1952,
Czech Republic,CO2 emissions (metric tons per capita),1952,
Czech Republic,Domestic credit provided by financial sector (% of GDP),1952,
Czech Republic,Electric power consumption (kWh per capita),1952,
Czech Republic,Energy use (kg of oil equivalent per capita),1952,
Czech Republic,Exports of goods and services (% of GDP),1952,
Czech Republic,Imports of goods and services (% of GDP),1952,
Denmark,CO2 emissions (metric tons per capita),1952,
Denmark,Domestic credit provided by financial sector (% of GDP),1952,
Denmark,Electric power consumption (kWh per capita),1952,
Denmark,Energy use (kg of oil equivalent per capita),1952,
Denmark,Exports of goods and services (% of GDP),1952,
Denmark,Imports of goods and services (% of GDP),1952,
Djibouti,CO2 emissions (metric tons per capita),1952,
Djibouti,Domestic credit provided by financial sector (% of GDP),1952,
Djibouti,Electric power consumption (kWh per capita),1952,
Djibouti,Energy use (kg of oil equivalent per capita),1952,
Djibouti,Exports of goods and services (% of GDP),1952,
Djibouti,Imports of goods and services (% of GDP),1952,
Dominica,CO2 emissions (metric tons per capita),1952,
Dominica,Domestic credit provided by financial sector (% of GDP),1952,
Dominica,Electric power consumption (kWh per capita),1952,
Dominica,Energy use (kg of oil equivalent per capita),1952,
Dominica,Exports of goods and services (% of GDP),1952,
Dominica,Imports of goods and services (% of GDP),1952,
Dominican Republic,CO2 emissions (metric tons per capita),1952,
Dominican Republic,Domestic credit provided by financial sector (% of GDP),1952,
Dominican Republic,Electric power consumption (kWh per capita),1952,
Dominican Republic,Energy use (kg of oil equivalent per capita),1952,
Dominican Republic,Exports of goods and services (% of GDP),1952,
Dominican Republic,Imports of goods and services (% of GDP),1952,
Ecuador,CO2 emissions (metric tons per capita),1952,
Ecuador,Domestic credit provided by financial sector (% of GDP),1952,
Ecuador,Electric power consumption (kWh per capita),1952,
Ecuador,Energy use (kg of oil equivalent per capita),1952,
Ecuador,Exports of goods and services (% of GDP),1952,
Ecuador,Imports of goods and services (% of GDP),1952,
"Egypt, Arab Rep.",CO2 emissions (metric tons per capita),1952,
"Egypt, Arab Rep.",Domestic credit provided by financial sector (% of GDP),1952,
"Egypt, Arab Rep.",Electric power consumption (kWh per capita),1952,
"Egypt, Arab Rep.",Energy use (kg of oil equivalent per capita),1952,
"Egypt, Arab Rep.",Exports of goods and services (% of GDP),1952,
"Egypt, Arab Rep.",Imports of goods and services (% of GDP),1952,
El Salvador,CO2 emissions (metric tons per capita),1952,
El Salvador,Domestic credit provided by financial sector (% of GDP),1952,
El Salvador,Electric power consumption (kWh per capita),1952,
El Salvador,Energy use (kg of oil equivalent per capita),1952,
El Salvador,Exports of goods and services (% of GDP),1952,
El Salvador,Imports of goods and services (% of GDP),1952,
Equatorial Guinea,CO2 emissions (metric tons per capita),1952,
Equatorial Guinea,Domestic credit provided by financial sector (% of GDP),1952,
Equatorial Guinea,Electric power consumption (kWh per capita),1952,
Equatorial Guinea,Energy use (kg of oil equivalent per capita),1952,
Equatorial Guinea,Exports of goods and services (% of GDP),1952,
Equatorial Guinea,Imports of goods and services (% of GDP),1952,
Eritrea,CO2 emissions (metric tons per capita),1952,
Eritrea,Domestic credit provided by financial sector (% of GDP),1952,
Eritrea,Electric power consumption (kWh per capita),1952,
Eritrea,Energy use (kg of oil equivalent per capita),1952,
Eritrea,Exports of goods and services (% of GDP),1952,
Eritrea,Imports of goods and services (% of GDP),1952,
Estonia,CO2 emissions (metric tons per capita),1952,
Estonia,Domestic credit provided by financial sector (% of GDP),1952,
Estonia,Electric power consumption (kWh per capita),1952,
